label,Message
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
0,package deliver thank shopp us
1,congratulations youve select free trial click to start
0,reminder team meet pm conference room
1,youve brand new smartphone click to claim prize
0,report due end week please submit time
1,exclusive offer get off next purchase act
0,minutes last board meet
1,account suspend click to reactivate
0,please confirm attendance upcom workshop
1,win free vacation enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit timesheet friday
1,urgent credit card block call to unblock
0,details upcom conference
1,earn week work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
0,package deliver thank shopp us
1,congratulations youve select free trial click to start
0,reminder team meet pm conference room
1,youve brand new smartphone click to claim prize
0,report due end week please submit time
1,exclusive offer get off next purchase act
0,minutes last board meet
1,account suspend click to reactivate
0,please confirm attendance upcom workshop
1,win free vacation enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit timesheet friday
1,urgent credit card block call to unblock
0,details upcom conference
1,earn week work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,earn month work home experience need
0,please review attach document provide feedback
1,preapprov loan apply
0,lets catch over lunch sometime this week
1,final warn membership expir renew to avoid los access
0,system updates to
1,claim free voucher limit time offer
0,order confirm shipp tomorrow
1,youve free vacation package click to claim prize
0,reminder submission deadline next friday noon
1,exclusive offer get off next purchase act
0,notes last project meet
1,account suspend click to reactivate
0,please confirm participation upcom workshop
1,win free tablet enter to win
0,project timeline updat please review
1,select special discount claim
0,dont forget to submit weekly report friday
1,urgent credit card block call to unblock
0,details upcom seminar
1,earn year work home experience requir
0,please review attach proposal provide feedback
1,preapprov credit card apply
0,lets schedule followup meet next week
1,final notice subscription about to expire renew
0,server maintenance to
1,claim free gift card limit time offer
0,order process shipp soon
1,youve free cruise click to claim prize
0,reminder deadline report tomorrow pm
1,exclusive deal get off next purchase act
0,notes last team meet
1,account lock click to unlock
0,please confirm availability upcom event
1,win free laptop enter to win
0,project scope updat please review
1,select special offer claim
0,dont forget to submit expense report monday
1,urgent bank account frozen call to resolve
0,details upcom train session
1,
0,
0,
0,bank account suspend due to suspicious activity please verify identity
1,weve notic unauthoriz login attempt secure account immediately
1,dear customer receiv refund click to claim
1,account lock click to unlock
1,urgent bank account frozen call to resolve
0,receiv return request refund process soon
1,email account storage full click to upgrade emails delet
1,gmail account about to deactivat due to inactivity log to keep active
1,recent order cannot deliver please update shipp address
1,free iphone claim prize before expires
1,detect virus system call tollfree number support
1,microsoft detect unusual activity computer click to fix issue
1,netflix account lock due to bill issue update payment details
1,warn pc infect dangerous virus immediate action requir click to scan
1,dear user detect unusual activity windows system data risk call tollfree number
1,device compromis hackers steal personal information download security tool immediately
1,browser block due to security reasons contact technical support to unlock
1,congratulations youve cash prize click to claim winnings
1,youve select exclusive offer claim free gift card
1,act limit time offer brand new laptop dont miss
1,account suspend click to verify details to restore
1,weve found way to eliminate debt click details
0,hey ill arriv office see
0,send updat report before pm today
0,ive schedul meet pm tomorrow let know that works
0,found documents look ill share shortly
0,look forward to catch over weekend
1,google detect virus device remove personal files delet click immediate fix
1,email hack detect unauthoriz access to account verify details to secure email
1,hello dear saw profile felt instant connection believe meant to together lets chat whatsapp
1,hi love im soldier station overseas im look someone special to settle cant wait to meet send money flight
1,dearest wealthy businessman look trustworthy partner help transfer funds start beautiful life together
1,hey handsomebeautiful think deep connection lets move chat to private place
1,baby plann to visit lost wallet send money travel expenses ill pay back as soon as arrive
1,love amaz investment opportunity that make us rich lets start future togetherjust invest this crypto project
1,saw profile feel different others want to build real connection ne help first
1,someone tri to log into facebook account click to change password immediately
1,paypal account restrict due to unusual activity verify identity
1,congratulations youve select amazon gift card claim reward
1,credit card temporarily suspend due to security issue click to verify details
0,package shipp expect to arrive business days
1,notic suspicious activity instagram account secure account immediately
1,apple id lock due to multiple fail login attempts unlock confirm details
0,reminder dentist appointment schedul tomorrow
1,dear customer couldnt deliver package update address to receive
1,security alert new device logg into email account click to verify
0,thank order receipt attach to this email
1,electricity bill overdue failure to pay result service disconnection pay
1,unclaim tax refund government click to collect before expires
0,weekly newsletter check latest updates articles
1,detect unauthoriz transactions account call customer support to prevent further charges
1,free vacation to maldives click to confirm book
0,netflix subscription successfully renew enjoy favorite shows
1,dear user ne to update bank details immediately to continue us online bank services
1,urgent insurance policy expir soon renew to avoid coverage lapse
0,monthly internet bill process further action requir
1,computer infect malware click to download free antivirus tool
1,final warn account permanently delet confirm identity today
0,hey still lunch pm
1,weve detect new login attempt russia this wasnt secure account
1,hacker gain access to webcam pay bitcoin within hours to prevent exposure
0,thanks sign verify email to complete registration
1,phone number lottery claim prize provid details
1,dear user select exclusive investment opportunity double money week
0,meet reminder team sync pm today
1,hello im nigerian prince million to transfer help ill share fortune
1,banks online system updat must reenter details to continue bank
0,flight book confirm eticket attach
1,hey exclusive business deal lets discuss this opportunity privately
1,email storage full click to purchase extra space before los important emails
0,welcome to loyalty program earn rewards every time shop us
1,final reminder netflix subscription cancel unless update bill information
1,amazon prime membership expir today renew to keep benefits
0,hotel book confirm checkin details includ this email
1,found serious security flaws computer click to install protection software
1,dear valu customer chosen exclusive cash giveaway claim prize today
0,payment receiv successfully thank purchase
1,hi im us soldier secret mission ne help transferr money lets talk
1,weve detect that account password leak change immediately to protect data
0,job application receiv get back to soon
1,google drive files delet due to storage issues upgrade to prevent data loss
1,account hack click to reset password secure information
